"TIME","GEO","SEX","ISCED11","AGE","UNIT","Value"
"2016","Finland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","81.4"
"2016","Finland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","45.5"
"2016","Finland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","35.9"
"2016","Sweden","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","21.1"
"2016","Sweden","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","78.9"
"2016","Sweden","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","43.6"
"2016","Sweden","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","35.3"
"2016","Iceland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","29.2"
"2016","Iceland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","70.8"
"2016","Iceland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","37.4"
"2016","Iceland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","33.4"
"2016","Norway","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","24.9"
"2016","Norway","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","75.1"
"2016","Norway","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","38.3"
"2016","Norway","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","36.8"
"2016","Switzerland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","18.2"
"2016","Switzerland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","81.8"
"2016","Switzerland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","46.3"
"2016","Switzerland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","35.4"
"2016","United Kingdom","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","20.5"
"2016","United Kingdom","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","79.5"
"2016","United Kingdom","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","41.2"
"2016","United Kingdom","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","38.3"
"2016","Montenegro","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","19.6"
"2016","Montenegro","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","80.4"
"2016","Montenegro","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","59.2"
"2016","Montenegro","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","21.2"
"2016","North Macedonia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","33.4"
"2016","North Macedonia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","66.6"
"2016","North Macedonia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","48.6"
"2016","North Macedonia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","17.9"
"2016","Serbia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","23.3"
"2016","Serbia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","76.7"
"2016","Serbia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","57.3"
"2016","Serbia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","19.4"
"2016","Turkey","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","64.4"
"2016","Turkey","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","35.6"
"2016","Turkey","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","19.6"
"2016","Turkey","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","16.0"
"2017","European Union - 27 countries (from 2020)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","26.9"
"2017","European Union - 27 countries (from 2020)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","73.1"
"2017","European Union - 27 countries (from 2020)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","46.8"
"2017","European Union - 27 countries (from 2020)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","26.4"
"2017","European Union - 28 countries (2013-2020)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","26.0"
"2017","European Union - 28 countries (2013-2020)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","74.0"
"2017","European Union - 28 countries (2013-2020)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","46.1"
"2017","European Union - 28 countries (2013-2020)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","27.9"
"2017","European Union - 15 countries (1995-2004)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","28.1"
"2017","European Union - 15 countries (1995-2004)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","71.9"
"2017","European Union - 15 countries (1995-2004)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","42.7"
"2017","European Union - 15 countries (1995-2004)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","29.2"
"2017","Euro area - 19 countries  (from 2015)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","29.3"
"2017","Euro area - 19 countries  (from 2015)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","70.7"
"2017","Euro area - 19 countries  (from 2015)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","43.6"
"2017","Euro area - 19 countries  (from 2015)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","27.1"
"2017","Belgium","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","27.2"
"2017","Belgium","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","72.8"
"2017","Belgium","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","37.1"
"2017","Belgium","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","35.6"
"2017","Bulgaria","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","21.4"
"2017","Bulgaria","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","78.6"
"2017","Bulgaria","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","54.1"
"2017","Bulgaria","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","24.5"
"2017","Czechia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","12.1"
"2017","Czechia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","87.9"
"2017","Czechia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","66.5"
"2017","Czechia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","21.4"
"2017","Denmark","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","26.7"
"2017","Denmark","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","73.3"
"2017","Denmark","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","41.2"
"2017","Denmark","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","32.1"
"2017","Germany (until 1990 former territory of the FRG)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","19.8"
"2017","Germany (until 1990 former territory of the FRG)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","80.2"
"2017","Germany (until 1990 former territory of the FRG)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","55.4"
"2017","Germany (until 1990 former territory of the FRG)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","24.8"
"2017","Estonia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","16.8"
"2017","Estonia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","83.2"
"2017","Estonia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","48.4"
"2017","Estonia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","34.7"
"2017","Ireland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","21.8"
"2017","Ireland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","78.2"
"2017","Ireland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","37.8"
"2017","Ireland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","40.4"
"2017","Greece","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","29.3"
"2017","Greece","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","70.7"
"2017","Greece","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","43.6"
"2017","Greece","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","27.2"
"2017","Spain","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","41.8"
